match_id,team_name,venue_name,ball_no,run,is_wide,is_noBall,Wicket,is_legBye,isBye,totalScore
2019_1,Chennai Super Kings, Chennai,0.1,0,0,0,0,0,0,0
2019_1,Chennai Super Kings, Chennai,0.2,0,0,0,0,0,0,0
2019_1,Chennai Super Kings, Chennai,0.3,0,0,0,0,0,0,0
2019_1,Chennai Super Kings, Chennai,0.4,0,0,0,0,0,0,0
2019_1,Chennai Super Kings, Chennai,0.5,0,0,0,0,0,0,0
2019_1,Chennai Super Kings, Chennai,0.6,0,0,0,0,0,0,0
2019_1,Chennai Super Kings, Chennai,1.1,0,0,0,0,0,0,0
2019_1,Chennai Super Kings, Chennai,1.2,1,0,0,0,0,0,1
2019_1,Chennai Super Kings, Chennai,1.3,0,0,0,0,0,0,1
2019_1,Chennai Super Kings, Chennai,1.4,0,0,0,0,0,0,1
2019_1,Chennai Super Kings, Chennai,1.5,1,0,0,0,1,0,2
2019_1,Chennai Super Kings, Chennai,1.6,6,0,0,0,0,0,8
2019_1,Chennai Super Kings, Chennai,2.1,0,0,0,1,0,0,8
2019_1,Chennai Super Kings, Chennai,2.2,0,0,0,0,0,0,8
2019_1,Chennai Super Kings, Chennai,2.3,1,0,0,0,0,0,9
2019_1,Chennai Super Kings, Chennai,2.4,0,0,0,0,0,0,9
2019_1,Chennai Super Kings, Chennai,2.5,1,0,0,0,0,0,10
2019_1,Chennai Super Kings, Chennai,2.6,0,0,0,0,0,0,10
2019_1,Chennai Super Kings, Chennai,3.1,0,0,0,0,0,0,10
2019_1,Chennai Super Kings, Chennai,3.2,0,0,0,0,0,0,10
2019_1,Chennai Super Kings, Chennai,3.3,0,0,0,0,0,0,10
2019_1,Chennai Super Kings, Chennai,3.4,0,0,0,0,0,0,10
2019_1,Chennai Super Kings, Chennai,3.5,0,0,0,0,0,0,10
2019_1,Chennai Super Kings, Chennai,3.6,1,0,0,0,0,0,11
2019_1,Chennai Super Kings, Chennai,4.1,0,0,0,0,0,0,11
2019_1,Chennai Super Kings, Chennai,4.2,0,0,0,0,0,0,11
2019_1,Chennai Super Kings, Chennai,4.3,1,0,0,0,0,0,12
2019_1,Chennai Super Kings, Chennai,4.4,1,0,0,0,0,0,13
2019_1,Chennai Super Kings, Chennai,4.5,1,0,0,0,0,0,14
2019_1,Chennai Super Kings, Chennai,4.6,0,0,0,0,0,0,14
2019_1,Chennai Super Kings, Chennai,5.1,0,0,0,0,0,0,14
2019_1,Chennai Super Kings, Chennai,5.2,0,0,0,0,0,0,14
2019_1,Chennai Super Kings, Chennai,5.3,0,0,0,0,0,0,14
2019_1,Chennai Super Kings, Chennai,5.4,1,0,0,0,0,0,15
2019_1,Chennai Super Kings, Chennai,5.5,1,0,0,0,0,0,16
2019_1,Chennai Super Kings, Chennai,5.6,0,0,0,0,0,0,16
2019_1,Chennai Super Kings, Chennai,6.1,0,0,0,0,0,0,16
2019_1,Chennai Super Kings, Chennai,6.2,0,0,0,0,0,0,16
2019_1,Chennai Super Kings, Chennai,6.3,2,0,1,0,0,0,18
2019_1,Chennai Super Kings, Chennai,6.3,4,0,0,0,0,0,22
2019_1,Chennai Super Kings, Chennai,6.4,1,0,0,0,0,0,23
2019_1,Chennai Super Kings, Chennai,6.5,0,0,0,0,0,0,23
2019_1,Chennai Super Kings, Chennai,6.6,0,0,0,0,0,0,23
2019_1,Chennai Super Kings, Chennai,7.1,1,0,0,0,0,0,24
2019_1,Chennai Super Kings, Chennai,7.2,4,0,0,0,0,0,28
2019_1,Chennai Super Kings, Chennai,7.3,4,0,0,0,0,0,32
2019_1,Chennai Super Kings, Chennai,7.4,0,0,0,0,0,0,32
2019_1,Chennai Super Kings, Chennai,7.5,0,0,0,0,0,0,32
2019_1,Chennai Super Kings, Chennai,7.6,1,0,0,0,0,0,33
2019_1,Chennai Super Kings, Chennai,8.1,0,0,0,0,0,0,33
2019_1,Chennai Super Kings, Chennai,8.2,1,0,0,0,0,0,34
2019_1,Chennai Super Kings, Chennai,8.3,0,0,0,0,0,0,34
2019_1,Chennai Super Kings, Chennai,8.4,1,0,0,0,0,0,35
2019_1,Chennai Super Kings, Chennai,8.5,1,0,0,0,0,0,36
2019_1,Chennai Super Kings, Chennai,8.6,0,0,0,0,0,0,36
2019_1,Chennai Super Kings, Chennai,9.1,4,0,0,0,0,0,40
