match_id,team_name,venue_name,ball_no,run,is_wide,is_noBall,Wicket,is_legBye,isBye,totalScore
2018_1,Chennai Super Kings, Wankhede,16.1,1,0,0,0,0,0,1
2018_1,Chennai Super Kings, Wankhede,16.2,1,1,0,0,0,0,2
2018_1,Chennai Super Kings, Wankhede,16.2,1,1,0,0,0,0,3
2018_1,Chennai Super Kings, Wankhede,16.2,0,0,0,0,0,0,3
2018_1,Chennai Super Kings, Wankhede,16.3,0,0,0,1,0,0,3
2018_1,Chennai Super Kings, Wankhede,16.4,1,0,0,0,0,0,4
2018_1,Chennai Super Kings, Wankhede,16.5,0,0,0,0,0,0,4
2018_1,Chennai Super Kings, Wankhede,16.6,0,0,0,0,0,0,4
2018_1,Chennai Super Kings, Wankhede,17.1,1,0,0,0,0,0,5
2018_1,Chennai Super Kings, Wankhede,17.2,6,0,0,0,0,0,11
2018_1,Chennai Super Kings, Wankhede,17.3,6,0,0,0,0,0,17
2018_1,Chennai Super Kings, Wankhede,17.4,2,0,0,0,0,0,19
2018_1,Chennai Super Kings, Wankhede,17.5,4,0,0,0,0,0,23
2018_1,Chennai Super Kings, Wankhede,17.6,1,0,0,0,0,0,24
2018_1,Chennai Super Kings, Wankhede,18.1,6,0,0,0,0,0,30
2018_1,Chennai Super Kings, Wankhede,18.2,6,0,0,0,0,0,36
2018_1,Chennai Super Kings, Wankhede,18.3,2,0,0,0,0,0,38
2018_1,Chennai Super Kings, Wankhede,18.4,0,0,0,0,0,0,38
2018_1,Chennai Super Kings, Wankhede,18.5,6,0,0,0,0,0,44
2018_1,Chennai Super Kings, Wankhede,18.6,0,0,0,1,0,0,44
2018_1,Chennai Super Kings, Wankhede,19.1,0,0,0,0,0,0,44
2018_1,Chennai Super Kings, Wankhede,19.2,0,0,0,0,0,0,44
2018_1,Chennai Super Kings, Wankhede,19.3,0,0,0,0,0,0,44
2018_1,Chennai Super Kings, Wankhede,19.4,6,0,0,0,0,0,50
2018_1,Chennai Super Kings, Wankhede,19.5,4,0,0,0,0,0,54
match_id,team_name,venue_name,ball_no,run,is_wide,is_noBall,Wicket,is_legBye,isBye,totalScore
2018_1,Chennai Super Kings, Wankhede,0.1,0,0,0,0,0,0,0
2018_1,Chennai Super Kings, Wankhede,0.2,1,0,0,0,0,0,1
2018_1,Chennai Super Kings, Wankhede,0.3,1,0,0,0,0,0,2
2018_1,Chennai Super Kings, Wankhede,0.4,1,0,0,0,0,0,3
2018_1,Chennai Super Kings, Wankhede,0.5,0,0,0,0,0,0,3
2018_1,Chennai Super Kings, Wankhede,0.6,4,0,0,0,0,0,7
2018_1,Chennai Super Kings, Wankhede,1.1,4,0,0,0,0,0,11
2018_1,Chennai Super Kings, Wankhede,1.2,0,0,0,0,0,0,11
2018_1,Chennai Super Kings, Wankhede,1.3,0,0,0,0,0,0,11
2018_1,Chennai Super Kings, Wankhede,1.4,1,0,0,0,0,0,12
2018_1,Chennai Super Kings, Wankhede,1.5,0,0,0,0,0,0,12
2018_1,Chennai Super Kings, Wankhede,1.6,4,0,0,0,0,0,16
2018_1,Chennai Super Kings, Wankhede,2.1,0,0,0,0,0,0,16
2018_1,Chennai Super Kings, Wankhede,2.2,0,0,0,0,0,0,16
2018_1,Chennai Super Kings, Wankhede,2.3,1,0,0,0,0,0,17
2018_1,Chennai Super Kings, Wankhede,2.4,1,0,0,0,0,0,18
2018_1,Chennai Super Kings, Wankhede,2.5,1,0,0,0,0,0,19
2018_1,Chennai Super Kings, Wankhede,2.6,0,0,0,0,0,0,19
2018_1,Chennai Super Kings, Wankhede,3.1,1,0,0,0,0,0,20
2018_1,Chennai Super Kings, Wankhede,3.2,1,0,0,0,0,0,21
2018_1,Chennai Super Kings, Wankhede,3.3,6,0,0,0,0,0,27
2018_1,Chennai Super Kings, Wankhede,3.4,0,0,0,1,0,0,27
